Rank,Release Group,Worldwide,Domestic,Foreign,Filename,Year,Domestic %,Foreign %
871,Saving Mr. Wu,31222161,92696,31129465,2015.csv,2015,0.0029689168536412326,0.9970310831463588
872,The Invisible Guest,31191910,0,31191910,2017.csv,2017,0.0,1.0
873,My Dear Liar,31177968,90545,31087423,2019.csv,2019,0.0029041340987969455,0.997095865901203
874,Honest Thief,31139004,14163574,16975430,2020.csv,2020,0.4548499367545603,0.5451500632454397
875,The Wild Goose Lake,31042413,12573,31029840,2019.csv,2019,0.00040502650357754084,0.9995949734964225
876,The Strangers: Prey at Night,31039126,24586708,6452418,2018.csv,2018,0.7921198554366512,0.20788014456334886
877,This Is Not What I Expected,30996615,337670,30658945,2017.csv,2017,0.010893770174581966,0.9891062298254181
878,Billy Lynn's Long Halftime Walk,30930984,1738477,29192507,2016.csv,2016,0.05620503376161586,0.9437949662383841
879,Pandora,30896701,0,30896701,2016.csv,2016,0.0,1.0
880,Gintama 2: Rules are Made to be Broken,30896653,0,30896653,2018.csv,2018,0.0,1.0
881,Attack on Titan Part 1,30810658,449523,30361135,2015.csv,2015,0.014589853939503662,0.9854101460604964
882,Norm of the North,30734502,17062499,13672003,2016.csv,2016,0.5551578157993254,0.44484218420067456
883,A Man Called Ove,30692889,3479315,27213574,2015.csv,2015,0.11335899334858963,0.8866410066514103
884,When the Bough Breaks,30658387,29747603,910784,2016.csv,2016,0.9702925010373181,0.02970749896268189
885,The Last Warrior,30618274,0,30618274,2017.csv,2017,0.0,1.0
886,Like a Boss,30399490,22169514,8229976,2020.csv,2020,0.7292725634541896,0.2707274365458105
887,S Storm,30381402,0,30381402,2016.csv,2016,0.0,1.0
888,The Way of the Bug,30355804,0,30355804,2018.csv,2018,0.0,1.0
889,Nocturnal Animals,30311857,10663357,19648500,2016.csv,2016,0.3517883117487655,0.6482116882512345
890,Far from the Madding Crowd,30229977,12236500,17993477,2015.csv,2015,0.40478032781831097,0.595219672181689
891,A Silent Voice: The Movie,30156463,310407,29846056,2016.csv,2016,0.010293216415996797,0.9897067835840032
892,Clergy,30114115,0,30114115,2018.csv,2018,0.0,1.0
893,My Hero Academia: Heroes Rising,29982484,13304000,16678484,2019.csv,2019,0.4437257433373432,0.5562742566626567
894,Reset 2017 Re-release,29949252,108970,29840282,2017.csv,2017,0.0036384881999724067,0.9963615118000276
895,Keeping Up with the Joneses,29918745,14904426,15014319,2016.csv,2016,0.4981634757741342,0.5018365242258658
896,The Bye Bye Man,29874280,22395806,7478474,2017.csv,2017,0.7496684773658143,0.2503315226341857
897,The Disaster Artist,29820616,21120616,8700000,2017.csv,2017,0.7082555236283516,0.2917444763716484
898,Ice,29806210,0,29806210,2018.csv,2018,0.0,1.0
899,Jackie,29777777,13960394,15817383,2016.csv,2016,0.46881921373781527,0.5311807862621847
900,The Swindlers,29721916,241916,29480000,2017.csv,2017,0.008139313764294335,0.9918606862357057
901,Masterminds,29674699,17368022,12306677,2016.csv,2016,0.5852804774868988,0.4147195225131011
902,Alibi.com,29370592,0,29370592,2017.csv,2017,0.0,1.0
903,Mr. Holmes,29355203,17737646,11617557,2015.csv,2015,0.6042419805443008,0.3957580194556992
904,Sword Art Online the Movie: Ordinal Scale,29322339,1522976,27799363,2017.csv,2017,0.05193910349375607,0.9480608965062439
905,Free Solo,29318861,17541090,11777771,2018.csv,2018,0.5982868843370143,0.4017131156629857
906,Fall In Love At First Kiss,29206238,0,29206238,2019.csv,2019,0.0,1.0
907,Dark Figure of Crime,29176133,0,29176133,2018.csv,2018,0.0,1.0
908,Flight Crew,29171110,0,29171110,2016.csv,2016,0.0,1.0
909,Viking,29161298,0,29161298,2016.csv,2016,0.0,1.0
910,Pad Man,29045020,1670192,27374828,2018.csv,2018,0.057503558269197265,0.9424964417308027
911,Recep Ivedik 5,28952258,0,28952258,2017.csv,2017,0.0,1.0
912,M.S. Dhoni: The Untold Story,28903047,1801550,27101497,2016.csv,2016,0.06233079854867897,0.937669201451321
913,Mirai,28756961,812794,27944167,2018.csv,2018,0.028264252262260953,0.9717357477377391
914,Judwaa 2,28733523,1431255,27302268,2017.csv,2017,0.04981133013170713,0.9501886698682929
915,Bath Buddy,28700000,0,28700000,2020.csv,2020,0.0,1.0
916,The Fortress,28645448,252895,28392553,2017.csv,2017,0.008828453302598025,0.9911715466974019
917,Love & Mercy,28641776,12551031,16090745,2015.csv,2015,0.43820714888629814,0.5617928511137019
918,Flying Colors,28525563,0,28525563,2015.csv,2015,0.0,1.0
919,Fan,28240000,2300000,25940000,2016.csv,2016,0.08144475920679886,0.9185552407932012
920,Gully Boy,28141995,5566534,22575461,2019.csv,2019,0.19780168392468267,0.8021983160753173
921,Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds Meow!,28110245,0,28110245,2016.csv,2016,0.0,1.0
922,Triumph in the Skies,28085162,0,28085162,2015.csv,2015,0.0,1.0
923,Welcome to Germany,28036021,0,28036021,2016.csv,2016,0.0,1.0
924,The Brothers Grimsby,27979040,6874837,21104203,2016.csv,2016,0.24571382720779555,0.7542861727922044
925,What Happened to Monday,27975429,0,27975429,2017.csv,2017,0.0,1.0
926,The 33,27972023,12227722,15744301,2015.csv,2015,0.4371411392018375,0.5628588607981625
927,Monster Family,27890108,127259,27762849,2017.csv,2017,0.004562872255639885,0.9954371277443601
928,The Beguiled,27869129,10709995,17159134,2017.csv,2017,0.3842960072415611,0.6157039927584389
929,When Larry Meets Mary,27863090,0,27863090,2016.csv,2016,0.0,1.0
930,Kim Ji-young: Born 1982,27696393,0,27696393,2019.csv,2019,0.0,1.0
931,Default,27694043,203775,27490268,2018.csv,2018,0.007358080580722721,0.9926419194192773
932,Bride Wars,27670000,0,27670000,2015.csv,2015,0.0,1.0
933,One Cut of the Dead,27590180,52406,27537774,2018.csv,2018,0.0018994439325876091,0.9981005560674124
934,The Happytime Murders,27506452,20706452,6800000,2018.csv,2018,0.7527852737968532,0.2472147262031468
935,Yesterday Once More,27411872,0,27411872,2016.csv,2016,0.0,1.0
936,Irrational Man,27391084,4030360,23360724,2015.csv,2015,0.14714131065422603,0.852858689345774
937,Detective K: Secret of the Lost Island,27387870,185367,27202503,2015.csv,2015,0.006768215271943382,0.9932317847280566
938,Midnight Sun,27365467,9561064,17804403,2018.csv,2018,0.34938428056060583,0.6506157194393942
939,Pokémon: Mewtwo Strikes Back - Evolution,27347118,0,27347118,2019.csv,2019,0.0,1.0
940,To the Fore,27267799,0,27267799,2015.csv,2015,0.0,1.0
941,American Ultra,27262374,14440985,12821389,2015.csv,2015,0.5297038695162791,0.4702961304837209
942,VIP Policeman,27222681,0,27222681,2018.csv,2018,0.0,1.0
943,My Neighbor Totoro 2018 Re-release,27083857,1144649,25939208,2018.csv,2018,0.042263145902741994,0.9577368540972581
944,Almost a Comedy,26990962,0,26990962,2019.csv,2019,0.0,1.0
945,The Witches,26958129,0,26958129,2020.csv,2020,0.0,1.0
946,Total Dhamaal,26911995,2167632,24744363,2019.csv,2019,0.08054519926895051,0.9194548007310495
947,CHIPS,26800152,18600152,8200000,2017.csv,2017,0.6940315860895118,0.3059684139104883
948,The Faces of My Gene,26796279,0,26796279,2018.csv,2018,0.0,1.0
949,A Cure for Wellness,26620002,8106986,18513016,2017.csv,2017,0.3045449057441844,0.6954550942558156
950,Missing Link,26565710,16649539,9916171,2019.csv,2019,0.626730435587831,0.3732695644121689
951,No Manches Frida 2,26493648,9270920,17222728,2019.csv,2019,0.3499299152762957,0.6500700847237043
952,Emma.,26405753,10055355,16350398,2020.csv,2020,0.3808016760590012,0.6191983239409987
953,Only the Brave,26351322,18343983,8007339,2017.csv,2017,0.6961314123063731,0.3038685876936269
954,Twenty Two,26289378,46796,26242582,2017.csv,2017,0.0017800345067121785,0.9982199654932878
955,Orange,26261536,0,26261536,2015.csv,2015,0.0,1.0
956,Aloha,26250020,21067116,5182904,2015.csv,2015,0.8025561885286182,0.19744381147138174
957,The Confidence Man JP,26228317,0,26228317,2019.csv,2019,0.0,1.0
958,The Zookeeper's Wife,26152835,17571660,8581175,2017.csv,2017,0.6718835644395722,0.32811643556042774
959,Badrinath Ki Dulhania,26134309,1993259,24141050,2017.csv,2017,0.0762698183449197,0.9237301816550803
960,Badhaai Ho,26125610,0,26125610,2018.csv,2018,0.0,1.0
961,Hichki,26055222,330279,25724943,2018.csv,2018,0.012676115367583512,0.9873238846324165
962,The Light Between Oceans,25975621,12545979,13429642,2016.csv,2016,0.48299053177592943,0.5170094682240706
963,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,25960664,0,25960664,2017.csv,2017,0.0,1.0
964,Love Off the Cuff,25959989,0,25959989,2017.csv,2017,0.0,1.0
965,The Confidence Man JP: The Movie,25958189,0,25958189,2019.csv,2019,0.0,1.0
966,White Boy Rick,25957482,24011188,1946294,2018.csv,2018,0.925019922964793,0.07498007703520704
967,Paul Apostle of Christ,25915966,17560475,8355491,2018.csv,2018,0.6775929170458087,0.32240708295419124
968,Huevos: Little Rooster's Egg-cellent Adventure,25892561,9080818,16811743,2015.csv,2015,0.3507114649647827,0.6492885350352172
969,Dügün Dernek 2: Sünnet,25836668,0,25836668,2015.csv,2015,0.0,1.0
970,Leap,25818882,83074,25735808,2020.csv,2020,0.00321756767004861,0.9967824323299513
971,The Gangster the Cop the Devil,25775371,216494,25558877,2019.csv,2019,0.008399258346271718,0.9916007416537282
972,A Beautiful Planet,25730120,15650615,10079505,2016.csv,2016,0.6082604744944835,0.3917395255055165
973,Champions,25690816,0,25690816,2018.csv,2018,0.0,1.0
974,Fireworks,25672406,525280,25147126,2017.csv,2017,0.020460879280266915,0.979539120719733
975,Father Figures,25601244,17501244,8100000,2017.csv,2017,0.6836091246191005,0.31639087538089944
976,Mr. Donkey,25537759,356255,25181504,2016.csv,2016,0.013950127730471574,0.9860498722695284
977,Look Who's Back,25513752,0,25513752,2015.csv,2015,0.0,1.0
978,Money,25403753,0,25403753,2017.csv,2017,0.0,1.0
979,Keys To The Heart,25375866,75134,25300732,2018.csv,2018,0.0029608447648643795,0.9970391552351356
980,Serial Teachers 2,25364150,0,25364150,2015.csv,2015,0.0,1.0
981,Bodies at Rest,25293853,0,25293853,2019.csv,2019,0.0,1.0
982,Born in China,25081168,13873211,11207957,2016.csv,2016,0.5531325734112542,0.4468674265887458
983,Race,25070261,19206207,5864054,2016.csv,2016,0.7660952153629353,0.2339047846370646
984,Call of Heroes,25040561,0,25040561,2016.csv,2016,0.0,1.0
985,Free State of Jones,25035950,20810036,4225914,2016.csv,2016,0.8312061655339622,0.16879383446603785
986,Whiskey Tango Foxtrot,24972139,23083334,1888805,2016.csv,2016,0.924363507667485,0.07563649233251504
987,Booksmart,24959607,22680962,2278645,2019.csv,2019,0.9087066955821861,0.09129330441781396
988,Scoob!,24900000,0,24900000,2020.csv,2020,0.0,1.0
989,Wild City,24817852,34866,24782986,2015.csv,2015,0.0014048758127818636,0.9985951241872182
990,Super 30,24701637,2269878,22431759,2019.csv,2019,0.09189180457959123,0.9081081954204088
991,Soulmate,24684439,0,24684439,2016.csv,2016,0.0,1.0
992,The Death of Stalin,24646055,8047856,16598199,2017.csv,2017,0.32653728963925466,0.6734627103607453
993,The Snow Queen 3: Fire and Ice,24644317,0,24644317,2016.csv,2016,0.0,1.0
994,God's Not Dead 2,24487848,20774575,3713273,2016.csv,2016,0.8483626245964937,0.15163737540350627
995,The 8-Year Engagement,24425963,0,24425963,2017.csv,2017,0.0,1.0
996,Stan & Ollie,24420923,5470235,18950688,2018.csv,2018,0.22399788083357866,0.7760021191664214
997,Skyfire,24375211,1105,24374106,2019.csv,2019,4.533294091279866e-05,0.9999546670590872
998,The Witch: Part 1 - The Subversion,24340302,0,24340302,2018.csv,2018,0.0,1.0
999,The Accidental Detective 2: In Action,24243825,179045,24064780,2018.csv,2018,0.0073851795250955655,0.9926148204749045
1000,Camping 3,24224579,0,24224579,2016.csv,2016,0.0,1.0
1001,Jolly LLB 2,24214186,1654254,22559932,2017.csv,2017,0.06831755566757437,0.9316824443324256
1002,The Founder,24121245,12786053,11335192,2016.csv,2016,0.5300743390318369,0.46992566096816313
1003,Start-Up,24106579,0,24106579,2019.csv,2019,0.0,1.0
1004,Bad Santa 2,24079268,17782178,6297090,2016.csv,2016,0.7384849904905747,0.2615150095094253
1005,I Can Speak,24024444,63239,23961205,2017.csv,2017,0.0026322773588433514,0.9973677226411567
1006,Killing for the Prosecution,23929620,0,23929620,2018.csv,2018,0.0,1.0
1007,Pinocchio,23883934,1831718,22052216,2019.csv,2019,0.07669247453120578,0.9233075254687942
1008,Spirits' Homecoming,23857217,125616,23731601,2016.csv,2016,0.0052653249538703525,0.9947346750461297
1009,Silence,23834809,7100177,16734632,2016.csv,2016,0.2978910802264033,0.7021089197735967
1010,Interstellar 2020 Re-release,23771122,0,23771122,2020.csv,2020,0.0,1.0
1011,The Peanut Butter Falcon,23743627,20457151,3286476,2019.csv,2019,0.8615849212927746,0.1384150787072253
1012,Pokémon the Movie: The Power of Us,23740788,789170,22951618,2018.csv,2018,0.0332411038757433,0.9667588961242567
1013,Nous finirons ensemble,23613535,0,23613535,2019.csv,2019,0.0,1.0
1014,Kevin Hart: What Now?,23591043,23591043,0,2016.csv,2016,1.0,0.0
1015,No manches Frida,23540937,11528613,12012324,2016.csv,2016,0.48972617360133114,0.5102738263986688
1016,Wish Upon,23468586,14301505,9167081,2017.csv,2017,0.6093892917110558,0.39061070828894423
1017,Ossan's Love: Love or Dead,23422744,0,23422744,2019.csv,2019,0.0,1.0
1018,Only Cloud Knows,23410836,0,23410836,2019.csv,2019,0.0,1.0
1019,Detroit,23355100,16790139,6564961,2017.csv,2017,0.7189067484189748,0.2810932515810251
1020,Middle School: The Worst Years of My Life,23316139,20007149,3308990,2016.csv,2016,0.8580815631610362,0.14191843683896377
1021,Triple 9,23177948,12639297,10538651,2016.csv,2016,0.5453156163781194,0.4546843836218806
1022,Rock Dog,23157646,9420546,13737100,2016.csv,2016,0.40680067395451164,0.5931993260454884
1023,The Guernsey Literary and Potato Peel Pie Society,23148937,0,23148937,2018.csv,2018,0.0,1.0
1024,The Crimes That Bind,23144130,0,23144130,2018.csv,2018,0.0,1.0
1025,New Happy Dad and Son 3: Adventure in Russia,23130469,0,23130469,2018.csv,2018,0.0,1.0
1026,Dark Waters,23108017,11136084,11971933,2019.csv,2019,0.48191430705629135,0.5180856929437087
1027,The Farewell,23076657,17695781,5380876,2019.csv,2019,0.7668260181706562,0.23317398182934382
1028,The Choice,23064015,18730891,4333124,2016.csv,2016,0.8121262061267304,0.1878737938732697
1029,Padmaavat,22991060,11846060,11145000,2018.csv,2018,0.5152463609768319,0.48475363902316815
1030,Penny Pincher!,22955486,0,22955486,2016.csv,2016,0.0,1.0
1031,Won't You Be My Neighbor?,22844741,22835787,8954,2018.csv,2018,0.9996080498351897,0.0003919501648103605
1032,The Knight of Shadows: Between Yin and Yang,22774256,0,22774256,2019.csv,2019,0.0,1.0
1033,Extraordinary Mission,22757764,54174,22703590,2017.csv,2017,0.0023804623336457836,0.9976195376663543
1034,Black and Blue,22741061,22055313,685748,2019.csv,2019,0.9698453823240701,0.030154617675929897
1035,Europe Raiders,22435156,0,22435156,2018.csv,2018,0.0,1.0
1036,Late Night,22386555,15499454,6887101,2019.csv,2019,0.6923554785450463,0.30764452145495363
1037,Mojin: The Worm Valley,22381583,101516,22280067,2018.csv,2018,0.004535693476194244,0.9954643065238058
1038,The Glass Castle,22088533,17273059,4815474,2017.csv,2017,0.7819921313923383,0.21800786860766172
1039,Stree,22075730,0,22075730,2018.csv,2018,0.0,1.0
1040,Gretel & Hansel,22051055,15347654,6703401,2020.csv,2020,0.6960054292186927,0.3039945707813073
1041,A Rainy Day in New York,22002504,0,22002504,2019.csv,2019,0.0,1.0
1042,Leap! 2017 Re-release,21929861,21858070,71791,2017.csv,2017,0.9967263358395204,0.003273664160479631
1043,Poupelle of Chimney Town,21824592,0,21824592,2020.csv,2020,0.0,1.0
1044,Épouse-moi mon pote,21571464,0,21571464,2017.csv,2017,0.0,1.0
1045,Crazy Romance,21386368,0,21386368,2019.csv,2019,0.0,1.0
1046,Shaft,21360215,21360215,0,2019.csv,2019,1.0,0.0
1047,Unplanned,21349929,19005109,2344820,2019.csv,2019,0.8901720001036069,0.1098279998963931
1048,Hotel Mumbai,21314816,9651611,11663205,2019.csv,2019,0.4528123067072219,0.5471876932927782
1049,Integrity,21290004,0,21290004,2019.csv,2019,0.0,1.0
1050,Stigmatized Properties,21276720,0,21276720,2020.csv,2020,0.0,1.0
1051,The Prison,21205329,207481,20997848,2017.csv,2017,0.009784380143312088,0.9902156198566879
1052,The Secret Mission,21083522,0,21083522,2019.csv,2019,0.0,1.0
1053,The Photograph,20690779,20578185,112594,2020.csv,2020,0.9945582522533347,0.005441747746665314
1054,Yarn,20444185,0,20444185,2020.csv,2020,0.0,1.0
1055,Brahms: The Boy II,20311536,12611536,7700000,2020.csv,2020,0.6209050856616654,0.37909491433833464
1056,Violet Evergarden: The Movie,20263658,0,20263658,2020.csv,2020,0.0,1.0
1057,This Is Tomas,20084169,0,20084169,2019.csv,2019,0.0,1.0
1058,Ice 2,19788995,0,19788995,2020.csv,2020,0.0,1.0
1059,Soul Snatcher,19561221,0,19561221,2020.csv,2020,0.0,1.0
1060,The Turning,19429304,15472775,3956529,2020.csv,2020,0.7963628033201807,0.2036371966798193
1061,The Specials,19363826,0,19363826,2019.csv,2019,0.0,1.0
1062,Fate/Stay Night: Heaven's Feel - III. Spring Song,19252497,200000,19052497,2020.csv,2020,0.010388262883510644,0.9896117371164893
1063,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.0048320669518205316,0.9951679330481795
1064,An Officer and a Spy,18878658,0,18878658,2019.csv,2019,0.0,1.0
1065,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951,0,18738951,2019.csv,2019,0.0,1.0
1066,Greta,18653107,10532219,8120888,2019.csv,2019,0.56463617562479,0.43536382437521
1067,Peppa Celebrates Chinese New Year,18653040,131225,18521815,2019.csv,2019,0.0070350462980833155,0.9929649537019167
1068,Black Christmas,18529730,10429730,8100000,2019.csv,2019,0.5628646504833044,0.4371353495166956
1069,How the Grinch Stole Christmas 2020 Re-release,18455781,420180,18035601,2020.csv,2020,0.022766850126797668,0.9772331498732023
1070,The Father,18395424,2122771,16272653,2020.csv,2020,0.11539668778496218,0.8846033122150379
1071,Takizawa Enbujo Zero,18091395,0,18091395,2020.csv,2020,0.0,1.0
1072,The Promised Neverland,17698106,0,17698106,2020.csv,2020,0.0,1.0
1073,Kaiji: Final Game,17645779,0,17645779,2020.csv,2020,0.0,1.0
1074,Hitman: Agent Jun,17601351,0,17601351,2020.csv,2020,0.0,1.0
1075,Digimon Adventure: Last Evolution Kizuna,17068434,0,17068434,2020.csv,2020,0.0,1.0
1076,Baaghi 3,16726510,721439,16005071,2020.csv,2020,0.043131472136147944,0.956868527863852
1077,Promising Young Woman,16322965,6460965,9862000,2020.csv,2020,0.39582055098445657,0.6041794490155434
1078,Pokémon the Movie: Secrets of the Jungle,16052056,0,16052056,2020.csv,2020,0.0,1.0
1079,I Still Believe,16021491,9868521,6152970,2020.csv,2020,0.6159552191490792,0.3840447808509208
1080,Freaky,15920855,9030855,6890000,2020.csv,2020,0.5672342974042537,0.43276570259574626
1081,Bye Bye Morons,15452122,0,15452122,2020.csv,2020,0.0,1.0
1082,The Way Back,14690514,13590514,1100000,2020.csv,2020,0.9251217486331655,0.0748782513668344
1083,The Personal History of David Copperfield,14323355,1876298,12447057,2020.csv,2020,0.1309957059641404,0.8690042940358597
1084,Nightlife,14292148,0,14292148,2020.csv,2020,0.0,1.0
1085,Pawn,14191042,0,14191042,2020.csv,2020,0.0,1.0
1086,The Lion King 2020 Re-release,13784186,0,13784186,2020.csv,2020,0.0,1.0
1087,#Alive,13432212,0,13432212,2020.csv,2020,0.0,1.0
1088,Howling Village,13394556,0,13394556,2020.csv,2020,0.0,1.0
1089,Come Play,13175457,10475990,2699467,2020.csv,2020,0.7951139759326754,0.20488602406732456
1090,Samjin Company English Class,12761386,0,12761386,2020.csv,2020,0.0,1.0
1091,News of the World,12668325,12668325,0,2020.csv,2020,1.0,0.0
1092,Collectors,12640113,0,12640113,2020.csv,2020,0.0,1.0
1093,No Escapes,12583300,0,12583300,2020.csv,2020,0.0,1.0
1094,Ducobu 3,12157793,0,12157793,2020.csv,2020,0.0,1.0
1095,Legend No. 17,11811335,0,11811335,2020.csv,2020,0.0,1.0
1096,Wotakoi: Love Is Hard for Otaku,11702371,0,11702371,2020.csv,2020,0.0,1.0
1097,Padre no hay más que uno 2: La llegada de la suegra,11700000,0,11700000,2020.csv,2020,0.0,1.0
1098,Let Him Go,11630934,9358025,2272909,2020.csv,2020,0.8045806983342868,0.19541930166571317
1099,The Hunt,11473631,5812500,5661131,2020.csv,2020,0.5065963860960842,0.49340361390391585
1100,The Voice of Sin,10983063,0,10983063,2020.csv,2020,0.0,1.0
1101,Me contro Te - Il film: La vendetta del Signor S,10779891,0,10779891,2020.csv,2020,0.0,1.0
1102,Impractical Jokers: The Movie,10691091,10691091,0,2020.csv,2020,1.0,0.0
1103,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,10628463,0,10628463,2020.csv,2020,0.0,1.0
1104,One Second,10600000,0,10600000,2020.csv,2020,0.0,1.0
1105,Honest Candidate,10597464,0,10597464,2020.csv,2020,0.0,1.0
1106,Street Dancer 3D,10339127,0,10339127,2020.csv,2020,0.0,1.0
1107,My Spy,10200000,0,10200000,2020.csv,2020,0.0,1.0
1108,The Asadas,10066797,0,10066797,2020.csv,2020,0.0,1.0
1109,Stolen Identity 2,9687188,0,9687188,2020.csv,2020,0.0,1.0
1110,10 Days with Dad,9472077,2359,9469718,2020.csv,2020,0.000249047806515931,0.9997509521934841
1111,365 Days,9458590,0,9458590,2020.csv,2020,0.0,1.0
1112,Secret Zoo,9457317,0,9457317,2020.csv,2020,0.0,1.0
1113,Okay Madam,9433525,0,9433525,2020.csv,2020,0.0,1.0
1114,A Quiet Place 2020 Re-release,9381052,0,9381052,2020.csv,2020,0.0,1.0
1115,Bohemian Rhapsody 2020 Re-release,9360701,240000,9120701,2020.csv,2020,0.02563910544733776,0.9743608945526623
1116,Bigfoot Family,9353378,0,9353378,2020.csv,2020,0.0,1.0
1117,L'appel de la forêt,9317347,0,9317347,2020.csv,2020,0.0,1.0
1118,Inception 10th Anniversary re-release,9100000,0,9100000,2020.csv,2020,0.0,1.0
1119,Break the Silence: The Movie,8954345,0,8954345,2020.csv,2020,0.0,1.0
1120,The Closet,8948595,0,8948595,2020.csv,2020,0.0,1.0
1121,I Hate Summer,8926364,0,8926364,2020.csv,2020,0.0,1.0
1122,30 jours max,8916866,0,8916866,2020.csv,2020,0.0,1.0
1123,Downhill,8899195,8287061,612134,2020.csv,2020,0.9312146772826081,0.06878532271739185
1124,Les blagues de Toto,8859185,0,8859185,2020.csv,2020,0.0,1.0
1125,The Secret Garden,8842172,0,8842172,2020.csv,2020,0.0,1.0
1126,Malasaña 32,8683909,0,8683909,2020.csv,2020,0.0,1.0
1127,Another Round,8643452,0,8643452,2020.csv,2020,0.0,1.0
1128,Eltilerin Savasi,8613864,0,8613864,2020.csv,2020,0.0,1.0
1129,Malang,8399765,0,8399765,2020.csv,2020,0.0,1.0
1130,100% Wolf,8169164,658764,7510400,2020.csv,2020,0.08064032011109093,0.9193596798889091
1131,Your Eyes Tell,8020474,0,8020474,2020.csv,2020,0.0,1.0
1132,AI Amok,7932191,0,7932191,2020.csv,2020,0.0,1.0
1133,The Lost Prince,7837980,0,7837980,2020.csv,2020,0.0,1.0
1134,The Marriage Escape,7760946,0,7760946,2020.csv,2020,0.0,1.0
1135,Spirited Away Studio Ghibli Fest 2020,7732435,0,7732435,2020.csv,2020,0.0,1.0
1136,Neposredstvenno Kakha,7692780,0,7692780,2020.csv,2020,0.0,1.0
1137,Princess Mononoke Studio Ghibli Fest 2020,7673207,0,7673207,2020.csv,2020,0.0,1.0
1138,The Heist of the Century,7558890,0,7558890,2020.csv,2020,0.0,1.0
1139,Fukushima 50,7494243,0,7494243,2020.csv,2020,0.0,1.0
1140,De Gaulle,7473247,0,7473247,2020.csv,2020,0.0,1.0
1141,Antoinette dans les Cévennes,7441698,0,7441698,2020.csv,2020,0.0,1.0
1142,The (UN)perfect Guy,7154649,0,7154649,2020.csv,2020,0.0,1.0
1143,Back to the Wharf,7090000,0,7090000,2020.csv,2020,0.0,1.0
1144,Adu,7085946,0,7085946,2020.csv,2020,0.0,1.0
1145,The Best Years,7035246,0,7035246,2020.csv,2020,0.0,1.0
1146,Fatale,6993043,6306897,686146,2020.csv,2020,0.9018816272115014,0.09811837278849851
1147,Spycies,6979672,0,6979672,2020.csv,2020,0.0,1.0
1148,Jim Button and the Wild 13,6880898,0,6880898,2020.csv,2020,0.0,1.0
1149,Antebellum,6852361,0,6852361,2020.csv,2020,0.0,1.0
1150,Psy 3: W imie zasad,6725146,0,6725146,2020.csv,2020,0.0,1.0
1151,Blood Moon Party,6709383,0,6709383,2020.csv,2020,0.0,1.0
1152,Innocence,6659968,0,6659968,2020.csv,2020,0.0,1.0
1153,Shubh Mangal Zyada Saavdhan,6574905,0,6574905,2020.csv,2020,0.0,1.0
1154,Silver Skates,6574310,0,6574310,2020.csv,2020,0.0,1.0
1155,Chhapaak,6532100,604334,5927766,2020.csv,2020,0.09251756709174691,0.907482432908253
1156,Love Me Love Me Not,6494241,0,6494241,2020.csv,2020,0.0,1.0
1157,Dragon Rider,6472379,0,6472379,2020.csv,2020,0.0,1.0
1158,Hammamet,6434874,0,6434874,2020.csv,2020,0.0,1.0
1159,Lindenberg! Mach dein Ding,6404964,0,6404964,2020.csv,2020,0.0,1.0
1160,Midnight Swan,6397065,0,6397065,2020.csv,2020,0.0,1.0
1161,Nausicaä of the Valley of the Wind 2020 Re-release,6395525,0,6395525,2020.csv,2020,0.0,1.0
1162,Simply Black,6323750,0,6323750,2020.csv,2020,0.0,1.0
1163,My Boyfriend's Meds,6292780,2971116,3321664,2020.csv,2020,0.47214680951820975,0.5278531904817902
1164,Bill & Ted Face the Music,6274027,3439660,2834367,2020.csv,2020,0.5482379977006793,0.4517620022993207
1165,Hotel Belgrade,6085659,0,6085659,2020.csv,2020,0.0,1.0
1166,The Legacy Of Dr. Death: Black File,6024046,0,6024046,2020.csv,2020,0.0,1.0
1167,The Rhythm Section,5989583,5437971,551612,2020.csv,2020,0.9079047740051353,0.09209522599486475
1168,Jak zostalem gangsterem. Historia prawdziwa,5975729,0,5975729,2020.csv,2020,0.0,1.0
1169,How to Be a Good Wife,5966014,0,5966014,2020.csv,2020,0.0,1.0
1170,Twiceborn,5880157,11527,5868630,2020.csv,2020,0.001960321807734045,0.9980396781922659
1171,The Royal Bride,5830719,0,5830719,2020.csv,2020,0.0,1.0
1172,Beasts Clawing at Straws,5796059,0,5796059,2020.csv,2020,0.0,1.0
1173,Last Letter,5663972,0,5663972,2020.csv,2020,0.0,1.0
1174,Yowamushi Pedal: The Movie 2020 Re-release,5624218,0,5624218,2020.csv,2020,0.0,1.0
1175,Klassikokkutulek 2: Pulmad ja matused,5543147,0,5543147,2020.csv,2020,0.0,1.0
1176,Hocus Pocus 2020 Re-release,5432992,4828000,604992,2020.csv,2020,0.8886447835741338,0.11135521642586627
1177,Two by Two: Overboard!,5360412,0,5360412,2020.csv,2020,0.0,1.0
1178,Divorce Club,5316313,0,5316313,2020.csv,2020,0.0,1.0
1179,Cindy La Regia,5222322,0,5222322,2020.csv,2020,0.0,1.0
1180,Mama Weed,5144345,0,5144345,2020.csv,2020,0.0,1.0
